Year,City,Sport,Discipline,Athlete_Name,Country,Gender,Event,Medal
1968,Mexico,Fencing,Fencing,"Salvadori, Cesare",ITA,Men,Sabre Team,Silver
1968,Mexico,Football,Football,"Kamamoto, Kunishige",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Kamata, Mitsuo",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Katayama, Hiroshi",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Kuwahara, Yasuyuki",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Matsumoto, Ikuo",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Miyamoto, Masakatsu",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Miyamoto, Teruki",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Mori, Takaji",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Ogi, Aritatsu",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Okano, Shun-Ichiro",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Sugiyama, Ryuichi",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Watanabe, Masashi",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Yaegashi, Shigeo",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Yamaguchi, Yoshitada",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Yokoyama, Kenzo",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Yuguchi, Eizo",JPN,Men,Football,Bronze
1968,Mexico,Football,Football,"Basti, Istvan",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Drestyak-Dunai, Lajos",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Dunai, Antal",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Fater, Karoly",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Fazekas, Laszlo",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Juhasz, Istvan",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Keglovics, Laszlo",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Kocsis, Lajos",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Menczel, Ivan",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Nagy, Laszlo",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Nosko, Erno",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Novak, Dezsö",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Pancsics, Miklos",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Sarközi, Gabor",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Szalai, Miklos",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Szarka, Zoltan",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Szucs, Lajos",HUN,Men,Football,Gold
1968,Mexico,Football,Football,"Christakiev, Georghi",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Christov, Atanas",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Christov, Kiril",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Dimitrov, Tzvetan",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Dimitrov, Yantcho",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Donev, Asparukh",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Gaydarski, Milko",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Georgiev, Ivailo",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Gerov, Atanas",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Gionin, Mikhail",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Ivanov, Georghi",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Ivkov, Kiril",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Jekov, Petar",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Nikolov, Todor",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Vassilev, Georghi",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Yantchovski, Evgeni",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Yordanov, Stoyan",BUL,Men,Football,Silver
1968,Mexico,Football,Football,"Zafirov, Ivan",BUL,Men,Football,Silver
1968,Mexico,Gymnastics,Artistic G.,"Petrik, Larisa",URS,Women,Balance Beam,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Kuchinskaya, Natalya",URS,Women,Balance Beam,Gold
1968,Mexico,Gymnastics,Artistic G.,"Caslavska, Vera",TCH,Women,Balance Beam,Silver
1968,Mexico,Gymnastics,Artistic G.,"Kato, Takeshi",JPN,Men,Floor Exercises,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Kato, Sawao",JPN,Men,Floor Exercises,Gold
1968,Mexico,Gymnastics,Artistic G.,"Nakayama, Akinori",JPN,Men,Floor Exercises,Silver
1968,Mexico,Gymnastics,Artistic G.,"Kuchinskaya, Natalya",URS,Women,Floor Exercises,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Caslavska, Vera",TCH,Women,Floor Exercises,Gold
1968,Mexico,Gymnastics,Artistic G.,"Petrik, Larisa",URS,Women,Floor Exercises,Gold
1968,Mexico,Gymnastics,Artistic G.,"Kenmotsu, Eizo",JPN,Men,Horizontal Bar,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Nakayama, Akinori",JPN,Men,Horizontal Bar,Gold
1968,Mexico,Gymnastics,Artistic G.,"Voronin, Mikhail",URS,Men,Horizontal Bar,Gold
1968,Mexico,Gymnastics,Artistic G.,"Nakayama, Akinori",JPN,Men,Individual All-Round,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Kato, Sawao",JPN,Men,Individual All-Round,Gold
1968,Mexico,Gymnastics,Artistic G.,"Voronin, Mikhail",URS,Men,Individual All-Round,Silver
1968,Mexico,Gymnastics,Artistic G.,"Kuchinskaya, Natalya",URS,Women,Individual All-Round,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Caslavska, Vera",TCH,Women,Individual All-Round,Gold
1968,Mexico,Gymnastics,Artistic G.,"Voronina, Zinaida",URS,Women,Individual All-Round,Silver
1968,Mexico,Gymnastics,Artistic G.,"Klimenko, Viktor",URS,Men,Parallel Bars,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Nakayama, Akinori",JPN,Men,Parallel Bars,Gold
1968,Mexico,Gymnastics,Artistic G.,"Voronin, Mikhail",URS,Men,Parallel Bars,Silver
1968,Mexico,Gymnastics,Artistic G.,"Voronin, Mikhail",URS,Men,Pommel Horse,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Cerar, Miroslav",YUG,Men,Pommel Horse,Gold
1968,Mexico,Gymnastics,Artistic G.,"Laiho, Olli Eino",FIN,Men,Pommel Horse,Silver
1968,Mexico,Gymnastics,Artistic G.,"Kato, Sawao",JPN,Men,Rings,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Nakayama, Akinori",JPN,Men,Rings,Gold
1968,Mexico,Gymnastics,Artistic G.,"Voronin, Mikhail",URS,Men,Rings,Silver
1968,Mexico,Gymnastics,Artistic G.,"Beier, Günter",GDR,Men,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Brehme, Matthias",GDR,Men,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Dietrich, Gerhard",GDR,Men,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Fülle, Siegfried",GDR,Men,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Köste, Klaus",GDR,Men,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Weber, Peter",GDR,Men,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Endo, Yukio",JPN,Men,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Kato, Sawao",JPN,Men,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Kato, Takeshi",JPN,Men,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Kenmotsu, Eizo",JPN,Men,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Nakayama, Akinori",JPN,Men,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Tsukahara, Mitsuo",JPN,Men,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Diomidov, Sergei",URS,Men,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Ilyinykh, Valeri",URS,Men,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Karasev, Valeri",URS,Men,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Klimenko, Viktor",URS,Men,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Lisitsky, Viktor",URS,Men,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Voronin, Mikhail",URS,Men,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Bauerschmidt, Maritta",GDR,Women,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Janz, Karin",GDR,Women,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Noack, Marianne",GDR,Women,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Schmidt, Magdalena",GDR,Women,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Starke, Ute",GDR,Women,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Zuchold, Erika",GDR,Women,Team Competition,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Burda, Lyubov",URS,Women,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Karaseva, Olga",URS,Women,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Kuchinskaya, Natalya",URS,Women,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Petrik, Larisa",URS,Women,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Turischeva, Lyudmila",URS,Women,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Voronina, Zinaida",URS,Women,Team Competition,Gold
1968,Mexico,Gymnastics,Artistic G.,"Caslavska, Vera",TCH,Women,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Krajcirova-Nemethova, Mariana",TCH,Women,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Liskova, Hana",TCH,Women,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Posnerova-Kubickova, Jana",TCH,Women,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Rimnacova, Bohmila",TCH,Women,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Sklenickova, Miroslava",TCH,Women,Team Competition,Silver
1968,Mexico,Gymnastics,Artistic G.,"Voronina, Zinaida",URS,Women,Uneven Bars,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Caslavska, Vera",TCH,Women,Uneven Bars,Gold
1968,Mexico,Gymnastics,Artistic G.,"Janz, Karin",GDR,Women,Uneven Bars,Silver
1968,Mexico,Gymnastics,Artistic G.,"Diomidov, Sergei",URS,Men,Vault,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Voronin, Mikhail",URS,Men,Vault,Gold
1968,Mexico,Gymnastics,Artistic G.,"Endo, Yukio",JPN,Men,Vault,Silver
1968,Mexico,Gymnastics,Artistic G.,"Voronina, Zinaida",URS,Women,Vault,Bronze
1968,Mexico,Gymnastics,Artistic G.,"Caslavska, Vera",TCH,Women,Vault,Gold
1968,Mexico,Gymnastics,Artistic G.,"Zuchold, Erika",GDR,Women,Vault,Silver
1968,Mexico,Hockey,Hockey,"Christy, Rajendra Absolem",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Perumal, Krishnanurthy",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Peter, John Victor",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Rehaman, Inamur",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Sait, Munir",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Ajitpal",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Balbir I",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Balbir Ii",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Balbir Iii",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Gurbux",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Harbinder",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Harmik",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Inder",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Prithipal",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Singh, Tarsem",IND,Men,Hockey,Bronze
1968,Mexico,Hockey,Hockey,"Abdul, Rashid Iii",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Butt, Jahangir Ahmad",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Dar, Tanwir Ahmed",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Gulrez, Akhtar",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Khalid, Mahmud Hussain",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Malik, Muhammad Azam",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Muhammad, Ashfaq",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Niazi, Tariq",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Riaz, Ahmad",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Riaz, Ud Din",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Saeed, Anwar",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Tariq, Aziz",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Zakir, Hussain",PAK,Men,Hockey,Gold
1968,Mexico,Hockey,Hockey,"Dearing, Paul",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Evans, Raymond",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Glencross, Brian",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Haigh, Robert",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Martin, Donald",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Mason, James",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Nilan, Patrick",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Pearce, Eric Robert",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Pearce, Gordon Charles",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Pearce, Julian",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Piper, Desmond",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Quine, Fred",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Riley, Ronald",AUS,Men,Hockey,Silver
1968,Mexico,Hockey,Hockey,"Smart, Donald",AUS,Men,Hockey,Silver
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Lednev, Pavel",URS,Men,Individual Competition,Bronze
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Ferm, Björn",SWE,Men,Individual Competition,Gold
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Balczo, Andras",HUN,Men,Individual Competition,Silver
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Giudicelli, Jean-Pierre",FRA,Men,Team Competition,Bronze
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Gueguen, Raoul",FRA,Men,Team Competition,Bronze
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Guiguet, Lucien",FRA,Men,Team Competition,Bronze
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Balczo, Andras",HUN,Men,Team Competition,Gold
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Mona, Istvan",HUN,Men,Team Competition,Gold
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Török, Ferenc",HUN,Men,Team Competition,Gold
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Lednev, Pavel",URS,Men,Team Competition,Silver
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Onishenko, Boris",URS,Men,Team Competition,Silver
1968,Mexico,Modern Pentathlon,Modern Pentath.,"Shaparnis, Stasis",URS,Men,Team Competition,Silver
1968,Mexico,Rowing,Rowing,"Christiansen, Peter Fich",DEN,Men,Coxless Pair (2-),Bronze
1968,Mexico,Rowing,Rowing,"Larsen, Ib Ivan",DEN,Men,Coxless Pair (2-),Bronze
1968,Mexico,Rowing,Rowing,"Bothe, Heinz-Jürgen",GDR,Men,Coxless Pair (2-),Gold
1968,Mexico,Rowing,Rowing,"Lucke, Jörg",GDR,Men,Coxless Pair (2-),Gold
1968,Mexico,Rowing,Rowing,"Hough, Lawrence Alan",USA,Men,Coxless Pair (2-),Silver
1968,Mexico,Rowing,Rowing,"Johnson, Philip Anthony",USA,Men,Coxless Pair (2-),Silver
1968,Mexico,Rowing,Rowing,"Maher, William Patrick",USA,Men,Double Sculls (2X),Bronze
1968,Mexico,Rowing,Rowing,"Nunn, John Hamann",USA,Men,Double Sculls (2X),Bronze
1968,Mexico,Rowing,Rowing,"Sass, Anatoli",URS,Men,Double Sculls (2X),Gold
1968,Mexico,Rowing,Rowing,"Timoshinin, Aleksandr",URS,Men,Double Sculls (2X),Gold
1968,Mexico,Rowing,Rowing,"Droog, Henricus Antonius",NED,Men,Double Sculls (2X),Silver
1968,Mexico,Rowing,Rowing,"Van Dis, Leendert Frans",NED,Men,Double Sculls (2X),Silver
1968,Mexico,Rowing,Rowing,"Bogdanavichus, Antanas",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Briedis, Vitautas Julius",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Kravchuk, Valentin",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Lorentson, Yuri",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Martishkin, Aleksandr",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Sterlik, Vladimir",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Suslin, Viktor",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Yagelavichus, Yozanas",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Yukna, Zigmas",URS,Men,Eight With Coxswain (8+),Bronze
1968,Mexico,Rowing,Rowing,"Henning, Rüdiger",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Hirschfelder, Egbert",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Hottenrott, Wolfgang",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Meyer, Horst",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Ott, Nikolaus",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Schreyer, Dirk",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Siebert, Jörg",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Tiersch, Günther",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Ulbricht, Lutz",FRG,Men,Eight With Coxswain (8+),Gold
1968,Mexico,Rowing,Rowing,"Dickson, Peter",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Douglas, David",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Duval, Alfred W.",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Fazio, Joseph",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Grover, Alan Geoffrey",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Morgan, Michael Dennis",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Pearce, Gary Malcolm",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Ranch, John",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Shirlaw, Robert Alan",AUS,Men,Eight With Coxswain (8+),Silver
1968,Mexico,Rowing,Rowing,"Albini, Abramo",ITA,Men,Four Without Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Baraglia, Tullio",ITA,Men,Four Without Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Bosatta, Renato",ITA,Men,Four Without Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Conti-Manzini, Pier Angelo",ITA,Men,Four Without Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Forberger, Frank",GDR,Men,Four Without Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Grahn, Dieter",GDR,Men,Four Without Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Rühle, Frank",GDR,Men,Four Without Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Schubert, Dieter",GDR,Men,Four Without Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Csermely, Jozsef",HUN,Men,Four Without Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Melios, Zoltan",HUN,Men,Four Without Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Melis, Antal",HUN,Men,Four Without Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Sarlos, György",HUN,Men,Four Without Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Bolliger, Peter",SUI,Men,Four-Oared Shell With Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Fröhlich, Gottlieb",SUI,Men,Four-Oared Shell With Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Grob, Jakob",SUI,Men,Four-Oared Shell With Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Oswald, Denis",SUI,Men,Four-Oared Shell With Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Waser, Hugo",SUI,Men,Four-Oared Shell With Coxswain (4-),Bronze
1968,Mexico,Rowing,Rowing,"Cole, Warren Joseph",NZL,Men,Four-Oared Shell With Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Collinge, Ross Hounsell",NZL,Men,Four-Oared Shell With Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Dickie, Simon Charles",NZL,Men,Four-Oared Shell With Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Joyce, Richard John",NZL,Men,Four-Oared Shell With Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Storey, Dudley Leonard",NZL,Men,Four-Oared Shell With Coxswain (4-),Gold
1968,Mexico,Rowing,Rowing,"Gelpke, Manfred",GDR,Men,Four-Oared Shell With Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Göhler, Roland",GDR,Men,Four-Oared Shell With Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Jakob, Klaus",GDR,Men,Four-Oared Shell With Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Kremtz, Peter",GDR,Men,Four-Oared Shell With Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Semetzky, Dieter",GDR,Men,Four-Oared Shell With Coxswain (4-),Silver
1968,Mexico,Rowing,Rowing,"Jorgensen, Harry",DEN,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1968,Mexico,Rowing,Rowing,"Krab, Jorn",DEN,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1968,Mexico,Rowing,Rowing,"Krab, Preben",DEN,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1968,Mexico,Rowing,Rowing,"Baran, Primo",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
1968,Mexico,Rowing,Rowing,"Cipolla, Bruno",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
1968,Mexico,Rowing,Rowing,"Sambo, Renzo",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
1968,Mexico,Rowing,Rowing,"Rijnders, Roderick Falesca Rene",NED,Men,Pair-Oared Shell With Coxswain (2+),Silver
1968,Mexico,Rowing,Rowing,"Suselbeek, Herman Johan",NED,Men,Pair-Oared Shell With Coxswain (2+),Silver
1968,Mexico,Rowing,Rowing,"Van Nes, Hadriaan",NED,Men,Pair-Oared Shell With Coxswain (2+),Silver
1968,Mexico,Rowing,Rowing,"Demiddi, Alberto",ARG,Men,Single Sculls (1X),Bronze
1968,Mexico,Rowing,Rowing,"Wienese, Henri-Jan",NED,Men,Single Sculls (1X),Gold
1968,Mexico,Rowing,Rowing,"Meissner, Jochen",FRG,Men,Single Sculls (1X),Silver
1968,Mexico,Sailing,Sailing,"Aisher, Robin Allingham",GBR,Men,5.5M,Bronze
1968,Mexico,Sailing,Sailing,"Anderson, Paul Richard",GBR,Men,5.5M,Bronze
1968,Mexico,Sailing,Sailing,"Jardine, Adrian",GBR,Men,5.5M,Bronze
1968,Mexico,Sailing,Sailing,"Sundelin, Jörgen",SWE,Men,5.5M,Gold
1968,Mexico,Sailing,Sailing,"Sundelin, Peter",SWE,Men,5.5M,Gold
1968,Mexico,Sailing,Sailing,"Sundelin, Ulf",SWE,Men,5.5M,Gold
1968,Mexico,Sailing,Sailing,"Dunand, Bernard",SUI,Men,5.5M,Silver
1968,Mexico,Sailing,Sailing,"Noverraz, Louis",SUI,Men,5.5M,Silver
1968,Mexico,Sailing,Sailing,"Stern, Marcel",SUI,Men,5.5M,Silver
1968,Mexico,Sailing,Sailing,"Borowski, Paul",GDR,Men,Dragon,Bronze
1968,Mexico,Sailing,Sailing,"Thun, Karl-Heinz",GDR,Men,Dragon,Bronze
1968,Mexico,Sailing,Sailing,"Weichert, Konrad",GDR,Men,Dragon,Bronze
1968,Mexico,Sailing,Sailing,"Friedrichs, George Shelby Jr.",USA,Men,Dragon,Gold
1968,Mexico,Sailing,Sailing,"Jahncke, Barton Williams",USA,Men,Dragon,Gold
1968,Mexico,Sailing,Sailing,"Schreck, Gerald Click",USA,Men,Dragon,Gold
1968,Mexico,Sailing,Sailing,"Birch, Aage",DEN,Men,Dragon,Silver
1968,Mexico,Sailing,Sailing,"Jensen, Poul Richard Hoj",DEN,Men,Dragon,Silver
1968,Mexico,Sailing,Sailing,"Markussen, Niels Peter",DEN,Men,Dragon,Silver
1968,Mexico,Sailing,Sailing,"Conrad, Reinaldo",BRA,Men,Flying Dutchman,Bronze
1968,Mexico,Sailing,Sailing,"Cordes, Burkhard",BRA,Men,Flying Dutchman,Bronze
1968,Mexico,Sailing,Sailing,"Macdonald-Smith, Iain Somerled",GBR,Men,Flying Dutchman,Gold
1968,Mexico,Sailing,Sailing,"Pattisson, Rodney Stuart",GBR,Men,Flying Dutchman,Gold
1968,Mexico,Sailing,Sailing,"Libor, Ullrich",FRG,Men,Flying Dutchman,Silver
1968,Mexico,Sailing,Sailing,"Naumann, Peter",FRG,Men,Flying Dutchman,Silver
