Country,Year,Medal,Count
SVK,1996,Gold,1
SVK,1996,Silver,1
SVK,2000,Bronze,1
SVK,2000,Gold,2
SVK,2000,Silver,3
SVK,2004,Bronze,5
SVK,2004,Gold,3
SVK,2004,Silver,2
SVK,2008,Bronze,1
SVK,2008,Gold,4
SVK,2008,Silver,5
SVK,2012,Bronze,4
SVK,2012,Silver,1
SWE,1900,Bronze,1
SWE,1908,Bronze,11
SWE,1908,Gold,69
SWE,1908,Silver,18
SWE,1912,Bronze,25
SWE,1912,Gold,86
SWE,1912,Silver,62
SWE,1920,Bronze,57
SWE,1920,Gold,53
SWE,1920,Silver,36
SWE,1924,Bronze,49
SWE,1924,Gold,6
SWE,1924,Silver,25
SWE,1928,Bronze,21
SWE,1928,Gold,7
SWE,1928,Silver,8
SWE,1932,Bronze,12
SWE,1932,Gold,12
SWE,1932,Silver,7
SWE,1936,Bronze,16
SWE,1936,Gold,7
SWE,1936,Silver,11
SWE,1948,Bronze,29
SWE,1948,Gold,29
SWE,1948,Silver,15
SWE,1952,Bronze,23
SWE,1952,Gold,23
SWE,1952,Silver,24
SWE,1956,Bronze,6
SWE,1956,Gold,14
SWE,1956,Silver,14
SWE,1960,Bronze,3
SWE,1960,Gold,2
SWE,1960,Silver,2
SWE,1964,Bronze,8
SWE,1964,Gold,3
SWE,1964,Silver,4
SWE,1968,Bronze,1
SWE,1968,Gold,4
SWE,1968,Silver,4
SWE,1972,Bronze,8
SWE,1972,Gold,4
SWE,1972,Silver,9
SWE,1976,Gold,9
SWE,1976,Silver,1
SWE,1980,Bronze,9
SWE,1980,Gold,3
SWE,1980,Silver,6
SWE,1984,Bronze,11
SWE,1984,Gold,3
SWE,1984,Silver,18
SWE,1988,Bronze,11
SWE,1988,Silver,5
SWE,1992,Bronze,7
SWE,1992,Gold,1
SWE,1992,Silver,27
SWE,1996,Bronze,5
SWE,1996,Gold,3
SWE,1996,Silver,23
SWE,2000,Bronze,8
SWE,2000,Gold,4
SWE,2000,Silver,20
SWE,2004,Bronze,2
SWE,2004,Gold,5
SWE,2004,Silver,5
SWE,2008,Bronze,2
SWE,2008,Silver,5
SWE,2012,Bronze,3
SWE,2012,Gold,2
SWE,2012,Silver,18
SYR,1984,Silver,1
SYR,1996,Gold,1
SYR,2004,Bronze,1
TAN,1980,Silver,2
TCH,1920,Bronze,10
TCH,1924,Bronze,5
TCH,1924,Gold,1
TCH,1924,Silver,4
TCH,1928,Bronze,2
TCH,1928,Gold,2
TCH,1928,Silver,12
TCH,1932,Bronze,1
TCH,1932,Gold,1
TCH,1932,Silver,2
TCH,1936,Gold,5
TCH,1936,Silver,12
TCH,1948,Bronze,3
TCH,1948,Gold,14
TCH,1948,Silver,3
TCH,1952,Bronze,10
TCH,1952,Gold,11
TCH,1952,Silver,4
TCH,1956,Bronze,1
TCH,1956,Gold,1
TCH,1956,Silver,5
TCH,1960,Bronze,11
TCH,1960,Gold,4
TCH,1960,Silver,7
TCH,1964,Bronze,12
TCH,1964,Gold,5
TCH,1964,Silver,38
TCH,1968,Bronze,15
TCH,1968,Gold,7
TCH,1968,Silver,7
TCH,1972,Bronze,6
TCH,1972,Gold,2
TCH,1972,Silver,21
TCH,1976,Bronze,9
TCH,1976,Gold,2
TCH,1976,Silver,4
TCH,1980,Bronze,16
TCH,1980,Gold,18
TCH,1980,Silver,18
TCH,1988,Bronze,3
TCH,1988,Gold,3
TCH,1988,Silver,4
TCH,1992,Bronze,1
TCH,1992,Gold,4
TCH,1992,Silver,3
TGA,1996,Silver,1
THA,1976,Bronze,1
THA,1984,Silver,1
THA,1988,Bronze,1
THA,1992,Bronze,1
THA,1996,Bronze,1
THA,1996,Gold,1
THA,2000,Bronze,2
THA,2000,Gold,1
THA,2004,Bronze,4
THA,2004,Gold,3
THA,2004,Silver,1
THA,2008,Gold,2
THA,2008,Silver,2
THA,2012,Bronze,2
THA,2012,Silver,2
TJK,2008,Bronze,1
TJK,2008,Silver,1
TJK,2012,Bronze,1
TOG,2008,Bronze,1
TPE,1960,Silver,1
TPE,1968,Bronze,1
TPE,1984,Bronze,1
TPE,1992,Silver,20
TPE,1996,Silver,1
TPE,2000,Bronze,4
TPE,2000,Silver,1
TPE,2004,Bronze,3
TPE,2004,Gold,2
TPE,2004,Silver,4
TPE,2008,Bronze,4
TPE,2012,Bronze,1
TPE,2012,Gold,1
TRI,1948,Silver,1
TRI,1952,Bronze,2
TRI,1964,Bronze,5
TRI,1964,Silver,1
TRI,1976,Gold,1
TRI,1996,Bronze,2
TRI,2000,Bronze,1
TRI,2000,Silver,1
TRI,2004,Bronze,1
TRI,2008,Silver,5
TTO,2012,Bronze,5
TTO,2012,Gold,1
TTO,2012,Silver,4
TUN,1964,Bronze,1
TUN,1964,Silver,1
TUN,1968,Bronze,1
TUN,1968,Gold,1
TUN,1972,Silver,1
TUN,1996,Bronze,1
TUN,2008,Gold,1
TUN,2012,Bronze,1
TUN,2012,Gold,2
TUR,1936,Bronze,1
TUR,1936,Gold,1
TUR,1948,Bronze,2
TUR,1948,Gold,6
TUR,1948,Silver,4
TUR,1952,Bronze,1
TUR,1952,Gold,2
TUR,1956,Bronze,2
TUR,1956,Gold,3
TUR,1956,Silver,2
TUR,1960,Gold,7
TUR,1960,Silver,2
TUR,1964,Bronze,1
TUR,1964,Gold,2
TUR,1964,Silver,3
TUR,1968,Gold,2
TUR,1972,Silver,1
TUR,1984,Bronze,3
TUR,1988,Gold,1
TUR,1988,Silver,1
TUR,1992,Bronze,2
TUR,1992,Gold,2
TUR,1992,Silver,2
TUR,1996,Bronze,1
TUR,1996,Gold,4
TUR,1996,Silver,1
TUR,2000,Bronze,2
TUR,2000,Gold,3
TUR,2004,Bronze,4
TUR,2004,Gold,3
TUR,2004,Silver,3
TUR,2008,Bronze,3
TUR,2008,Gold,1
TUR,2008,Silver,4
TUR,2012,Bronze,1
TUR,2012,Gold,1
TUR,2012,Silver,2
UAE,2004,Gold,1
UGA,1968,Bronze,1
UGA,1968,Silver,1
UGA,1972,Gold,1
UGA,1972,Silver,1
UGA,1980,Silver,1
UGA,1996,Bronze,1
UGA,2012,Gold,1
UKR,1996,Bronze,19
UKR,1996,Gold,10
UKR,1996,Silver,5
UKR,2000,Bronze,12
UKR,2000,Gold,3
UKR,2000,Silver,20
UKR,2004,Bronze,31
UKR,2004,Gold,9
UKR,2004,Silver,8
UKR,2008,Bronze,16
UKR,2008,Gold,10
UKR,2008,Silver,5
UKR,2012,Bronze,12
UKR,2012,Gold,9
UKR,2012,Silver,4
URS,1952,Bronze,19
URS,1952,Gold,36
URS,1952,Silver,62
URS,1956,Bronze,55
URS,1956,Gold,68
URS,1956,Silver,46
URS,1960,Bronze,45
URS,1960,Gold,61
URS,1960,Silver,63
URS,1964,Bronze,50
URS,1964,Gold,61
URS,1964,Silver,63
URS,1968,Bronze,60
URS,1968,Gold,66
URS,1968,Silver,62
URS,1972,Bronze,58
URS,1972,Gold,107
URS,1972,Silver,46
URS,1976,Bronze,79
URS,1976,Gold,113
URS,1976,Silver,93
URS,1980,Bronze,123
URS,1980,Gold,192
URS,1980,Silver,127
URS,1988,Bronze,95
URS,1988,Gold,134
URS,1988,Silver,65
URU,1924,Gold,22
URU,1928,Gold,22
URU,1932,Bronze,1
URU,1948,Bronze,2
URU,1948,Silver,1
URU,1952,Bronze,14
URU,1956,Bronze,12
URU,1964,Bronze,1
URU,2000,Silver,1
USA,1896,Bronze,2
USA,1896,Gold,11
USA,1896,Silver,7
USA,1900,Bronze,14
USA,1900,Gold,27
USA,1900,Silver,14
USA,1904,Bronze,111
USA,1904,Gold,146
USA,1904,Silver,137
USA,1908,Bronze,15
USA,1908,Gold,34
USA,1908,Silver,14
USA,1912,Bronze,31
USA,1912,Gold,45
USA,1912,Silver,25
USA,1920,Bronze,38
USA,1920,Gold,110
USA,1920,Silver,45
USA,1924,Bronze,51
USA,1924,Gold,110
USA,1924,Silver,37
USA,1928,Bronze,17
USA,1928,Gold,43
USA,1928,Silver,24
USA,1932,Bronze,59
USA,1932,Gold,78
USA,1932,Silver,44
USA,1936,Bronze,15
USA,1936,Gold,51
USA,1936,Silver,26
USA,1948,Bronze,35
USA,1948,Gold,83
USA,1948,Silver,30
USA,1952,Bronze,28
USA,1952,Gold,79
USA,1952,Silver,23
USA,1956,Bronze,20
USA,1956,Gold,61
USA,1956,Silver,37
USA,1960,Bronze,21
USA,1960,Gold,68
USA,1960,Silver,23
USA,1964,Bronze,36
USA,1964,Gold,78
USA,1964,Silver,36
USA,1968,Bronze,35
USA,1968,Gold,83
USA,1968,Silver,31
USA,1972,Bronze,43
USA,1972,Gold,53
USA,1972,Silver,59
USA,1976,Bronze,36
USA,1976,Gold,63
USA,1976,Silver,56
USA,1984,Bronze,50
USA,1984,Gold,168
USA,1984,Silver,115
USA,1988,Bronze,52
USA,1988,Gold,77
USA,1988,Silver,64
USA,1992,Bronze,85
USA,1992,Gold,89
USA,1992,Silver,50
USA,1996,Bronze,52
USA,1996,Gold,160
USA,1996,Silver,48
USA,2000,Bronze,52
USA,2000,Gold,130
USA,2000,Silver,66
USA,2004,Bronze,73
USA,2004,Gold,116
USA,2004,Silver,75
USA,2008,Bronze,81
USA,2008,Gold,125
USA,2008,Silver,109
USA,2012,Bronze,46
USA,2012,Gold,147
USA,2012,Silver,57
UZB,1996,Bronze,1
UZB,1996,Silver,1
UZB,2000,Bronze,2
UZB,2000,Gold,1
UZB,2000,Silver,1
UZB,2004,Bronze,2
UZB,2004,Gold,2
UZB,2004,Silver,1
UZB,2008,Bronze,3
UZB,2008,Gold,1
UZB,2008,Silver,2
UZB,2012,Bronze,2
UZB,2012,Gold,1
VEN,1952,Bronze,1
VEN,1960,Bronze,1
VEN,1968,Gold,1
VEN,1976,Silver,1
VEN,1980,Silver,1
VEN,1984,Bronze,3
VEN,2004,Bronze,2
VEN,2008,Bronze,1
VEN,2012,Gold,1
VIE,2000,Silver,1
VIE,2008,Silver,1
YUG,1924,Gold,2
YUG,1928,Bronze,10
YUG,1928,Gold,1
YUG,1928,Silver,1
YUG,1936,Silver,1
YUG,1948,Silver,16
YUG,1952,Gold,4
YUG,1952,Silver,20
YUG,1956,Silver,23
YUG,1960,Gold,16
YUG,1960,Silver,1
YUG,1964,Bronze,2
YUG,1964,Gold,2
YUG,1964,Silver,11
YUG,1968,Bronze,2
YUG,1968,Gold,13
YUG,1968,Silver,14
YUG,1972,Bronze,2
YUG,1972,Gold,15
YUG,1972,Silver,1
YUG,1976,Bronze,3
YUG,1976,Gold,2
YUG,1976,Silver,14
YUG,1980,Bronze,17
YUG,1980,Gold,13
YUG,1980,Silver,27
YUG,1984,Bronze,35
YUG,1984,Gold,47
YUG,1984,Silver,5
YUG,1988,Bronze,21
YUG,1988,Gold,15
YUG,1988,Silver,27
YUG,1996,Bronze,13
YUG,1996,Gold,1
YUG,1996,Silver,12
YUG,2000,Bronze,13
YUG,2000,Gold,12
YUG,2000,Silver,1
ZAM,1984,Bronze,1
ZAM,1996,Silver,1
ZIM,1980,Gold,16
ZIM,2004,Bronze,1
ZIM,2004,Gold,1
ZIM,2004,Silver,1
ZIM,2008,Gold,1
ZIM,2008,Silver,3
ZZX,1896,Bronze,2
ZZX,1896,Gold,2
ZZX,1896,Silver,2
ZZX,1900,Bronze,8
ZZX,1900,Gold,18
ZZX,1900,Silver,8
ZZX,1904,Gold,3
ZZX,1904,Silver,5
